adv_correct_classification_tgt,clean_true_prob_src,clean_max_prob_src,adv_true_prob_tgt,adv_max_prob_tgt,model_src,model_tgt,attack,attack_param,l2_norm,ssim,clean_correct_classification
True,0.9986680746078492,0.9986680746078492,0.9901199340820312,0.9901199340820312,vgg16,resnet50,pgd,0.03,6.1423845291137695,0.9738353490829468,True
True,0.999997854232788,0.999997854232788,0.9894200563430786,0.9894200563430786,vgg16,resnet50,pgd,0.03,5.66517448425293,0.9728538990020752,True
True,0.9999802112579346,0.9999802112579346,0.976693868637085,0.976693868637085,vgg16,resnet50,pgd,0.03,5.617779731750488,0.9738593101501464,True
True,0.9998633861541748,0.9998633861541748,0.9982796907424928,0.9982796907424928,vgg16,resnet50,pgd,0.03,5.596678733825684,0.953157126903534,True
True,0.9992606043815612,0.9992606043815612,0.9883345365524292,0.9883345365524292,vgg16,resnet50,pgd,0.03,5.816848278045654,0.9780381917953492,True
True,0.0306641981005668,0.2428690940141677,0.679369330406189,0.679369330406189,vgg16,resnet50,pgd,0.03,5.408564567565918,0.9533833861351012,True
True,0.999935746192932,0.999935746192932,0.9962463974952698,0.9962463974952698,vgg16,resnet50,pgd,0.03,6.257268905639648,0.9773711562156676,True
True,0.5261390805244446,0.5261390805244446,0.991818070411682,0.991818070411682,vgg16,resnet50,pgd,0.03,5.81474494934082,0.9662457704544068,True
True,0.9977641105651855,0.9977641105651855,0.9852672815322876,0.9852672815322876,vgg16,resnet50,pgd,0.03,5.404577255249023,0.9272131323814392,True
True,0.902858555316925,0.902858555316925,0.992610514163971,0.992610514163971,vgg16,resnet50,pgd,0.03,5.8681745529174805,0.9757003784179688,True
True,0.9997745156288148,0.9997745156288148,0.9971100687980652,0.9971100687980652,vgg16,resnet50,pgd,0.03,5.396778583526611,0.9732532501220704,True
True,0.9997931122779846,0.9997931122779846,0.9949538111686708,0.9949538111686708,vgg16,resnet50,pgd,0.03,5.696564674377441,0.973789930343628,True
True,0.999991536140442,0.999991536140442,0.9989635944366456,0.9989635944366456,vgg16,resnet50,pgd,0.03,5.734243869781494,0.9768635034561156,True
True,0.9990237951278688,0.9990237951278688,0.9898170232772828,0.9898170232772828,vgg16,resnet50,pgd,0.03,5.213442325592041,0.9361621737480164,True
True,0.1596251428127288,0.2914247214794159,0.6990417838096619,0.6990417838096619,vgg16,resnet50,pgd,0.03,5.240972518920898,0.9487991333007812,True
True,0.9974873065948486,0.9974873065948486,0.9934200644493104,0.9934200644493104,vgg16,resnet50,pgd,0.03,5.153783798217773,0.9496662020683287,True
True,0.9984509944915771,0.9984509944915771,0.996834933757782,0.996834933757782,vgg16,resnet50,pgd,0.03,5.661219120025635,0.9670523405075072,True
True,0.7766540050506592,0.7766540050506592,0.9813871383666992,0.9813871383666992,vgg16,resnet50,pgd,0.03,5.189442157745361,0.9601194262504578,True
True,0.999996304512024,0.999996304512024,0.9910826683044434,0.9910826683044434,vgg16,resnet50,pgd,0.03,5.2302093505859375,0.9635424613952636,True
True,0.9906614422798156,0.9906614422798156,0.9165310263633728,0.9165310263633728,vgg16,resnet50,pgd,0.03,4.923891544342041,0.9388060569763184,True
True,0.9999997615814208,0.9999997615814208,0.9916776418685912,0.9916776418685912,vgg16,resnet50,pgd,0.03,5.582441806793213,0.9678611755371094,True
True,0.9884077906608582,0.9884077906608582,0.9708605408668518,0.9708605408668518,vgg16,resnet50,pgd,0.03,5.206460952758789,0.9690770506858826,True
True,0.9996256828308104,0.9996256828308104,0.991877555847168,0.991877555847168,vgg16,resnet50,pgd,0.03,5.581045627593994,0.9684049487113952,True
True,0.9701827764511108,0.9701827764511108,0.9981802701950072,0.9981802701950072,vgg16,resnet50,pgd,0.03,5.764538288116455,0.96772301197052,True
True,0.9454201459884644,0.9454201459884644,0.9928327798843384,0.9928327798843384,vgg16,resnet50,pgd,0.03,5.462823390960693,0.9581124782562256,True
True,0.9999858140945436,0.9999858140945436,0.998781144618988,0.998781144618988,vgg16,resnet50,pgd,0.03,5.347683429718018,0.950049877166748,True
True,0.9997696280479432,0.9997696280479432,0.9934628009796144,0.9934628009796144,vgg16,resnet50,pgd,0.03,5.671529293060303,0.9691140055656432,True
True,0.9992350339889526,0.9992350339889526,0.9942944645881652,0.9942944645881652,vgg16,resnet50,pgd,0.03,5.723089218139648,0.9595479369163512,True
True,0.9999760389328004,0.9999760389328004,0.997812032699585,0.997812032699585,vgg16,resnet50,pgd,0.03,5.263586521148682,0.9534640312194824,True
True,0.9999938011169434,0.9999938011169434,0.9915483593940736,0.9915483593940736,vgg16,resnet50,pgd,0.03,5.621021747589111,0.974681556224823,True
True,0.9999996423721312,0.9999996423721312,0.9903284907341005,0.9903284907341005,vgg16,resnet50,pgd,0.03,5.16001033782959,0.9395012259483336,True
True,1.0,1.0,0.9935272336006165,0.9935272336006165,vgg16,resnet50,pgd,0.03,5.719078063964844,0.9532796144485474,True
True,0.9962365031242372,0.9962365031242372,0.9885488152503968,0.9885488152503968,vgg16,resnet50,pgd,0.03,6.146234512329102,0.9888467788696288,True
True,0.9990652203559875,0.9990652203559875,0.9876288175582886,0.9876288175582886,vgg16,resnet50,pgd,0.03,5.067065715789795,0.906796932220459,True
True,0.9953802824020386,0.9953802824020386,0.9790439605712892,0.9790439605712892,vgg16,resnet50,pgd,0.03,5.329068183898926,0.952727198600769,True
True,0.9999877214431764,0.9999877214431764,0.9943392872810364,0.9943392872810364,vgg16,resnet50,pgd,0.03,5.385323524475098,0.9641334414482116,True
False,0.9152818918228148,0.9152818918228148,0.0269673988223075,0.9693170189857484,vgg16,resnet50,pgd,0.03,5.345755577087402,0.9676734209060668,True
True,0.9999494552612304,0.9999494552612304,0.9955909252166748,0.9955909252166748,vgg16,resnet50,pgd,0.03,6.061759948730469,0.9774078130722046,True
True,0.9993858337402344,0.9993858337402344,0.9928480386734008,0.9928480386734008,vgg16,resnet50,pgd,0.03,5.157297611236572,0.9564862251281738,True
True,0.9997549653053284,0.9997549653053284,0.9887534379959106,0.9887534379959106,vgg16,resnet50,pgd,0.03,5.104507446289063,0.9602261781692504,True
True,0.9999982118606568,0.9999982118606568,0.9937372207641602,0.9937372207641602,vgg16,resnet50,pgd,0.03,6.149632453918457,0.9720498323440552,True
True,0.9417413473129272,0.9417413473129272,0.9954991936683656,0.9954991936683656,vgg16,resnet50,pgd,0.03,5.556345939636231,0.9461878538131714,True
True,0.9999994039535522,0.9999994039535522,0.9927830696105956,0.9927830696105956,vgg16,resnet50,pgd,0.03,4.950483798980713,0.9603190422058104,True
True,0.998372495174408,0.998372495174408,0.9720095992088318,0.9720095992088318,vgg16,resnet50,pgd,0.03,5.316768646240234,0.9624987840652466,True
False,0.0353911705315113,0.1467952728271484,0.0362752042710781,0.2250817567110061,vgg16,resnet50,pgd,0.03,4.670111656188965,0.9448592066764832,True
True,0.9999790191650392,0.9999790191650392,0.9966415166854858,0.9966415166854858,vgg16,resnet50,pgd,0.03,5.553548812866211,0.9697974920272828,True
