correct_classification_tgt,true_prob_before_src,max_prob_before_src,true_prob_after_tgt,max_prob_after_tgt,model_src,model_tgt,attack,attack_param,l2_norm,ssim
True,0.9859511256217957,0.9859511256217957,0.971780002117157,0.971780002117157,resnet50,vgg16,pgd,0.21,23.01974868774414,0.7682784795761108
True,0.9856581091880798,0.9856581091880798,0.81169593334198,0.81169593334198,resnet50,vgg16,pgd,0.21,23.577360153198242,0.7123914957046509
True,0.9748320579528809,0.9748320579528809,0.6694395542144775,0.6694395542144775,resnet50,vgg16,pgd,0.21,23.162817001342773,0.7189387083053589
True,0.9967948794364929,0.9967948794364929,0.8248431086540222,0.8248431086540222,resnet50,vgg16,pgd,0.21,23.34587860107422,0.5899668335914612
True,0.9890475869178772,0.9890475869178772,0.9992513060569763,0.9992513060569763,resnet50,vgg16,pgd,0.21,23.272043228149414,0.7513264417648315
False,0.9987567663192749,0.9987567663192749,0.004660962149500847,0.2467389702796936,resnet50,vgg16,pgd,0.21,23.018461227416992,0.5719798803329468
True,0.9959398508071899,0.9959398508071899,0.7580382823944092,0.7580382823944092,resnet50,vgg16,pgd,0.21,23.838417053222656,0.7587350606918335
False,0.9934543371200562,0.9934543371200562,0.0984082743525505,0.3607388436794281,resnet50,vgg16,pgd,0.21,23.38444709777832,0.6724718809127808
False,0.9804065227508545,0.9804065227508545,0.030944669619202614,0.31820783019065857,resnet50,vgg16,pgd,0.21,23.663942337036133,0.439760684967041
True,0.9984664916992188,0.9984664916992188,0.3478308916091919,0.3478308916091919,resnet50,vgg16,pgd,0.21,23.125802993774414,0.7586193084716797
False,0.9960901141166687,0.9960901141166687,0.15941210091114044,0.21849489212036133,resnet50,vgg16,pgd,0.21,23.574970245361328,0.7029584646224976
True,0.9962515234947205,0.9962515234947205,0.56745845079422,0.56745845079422,resnet50,vgg16,pgd,0.21,23.36109733581543,0.7091278433799744
True,0.9985600113868713,0.9985600113868713,0.9980733394622803,0.9980733394622803,resnet50,vgg16,pgd,0.21,23.248943328857422,0.7370466589927673
False,0.9903799295425415,0.9903799295425415,0.02936703711748123,0.16912098228931427,resnet50,vgg16,pgd,0.21,23.306907653808594,0.47876620292663574
False,0.8287179470062256,0.8287179470062256,0.004117563832551241,0.1801125556230545,resnet50,vgg16,pgd,0.21,22.64675521850586,0.5551429390907288
True,0.9905347228050232,0.9905347228050232,0.4290109872817993,0.4290109872817993,resnet50,vgg16,pgd,0.21,23.36327362060547,0.5148951411247253
True,0.9944314360618591,0.9944314360618591,0.19327867031097412,0.19327867031097412,resnet50,vgg16,pgd,0.21,23.300186157226562,0.6836209297180176
False,0.9755632877349854,0.9755632877349854,0.023677926510572433,0.5290486812591553,resnet50,vgg16,pgd,0.21,23.270265579223633,0.5618106722831726
False,0.9897451996803284,0.9897451996803284,0.25255832076072693,0.348249226808548,resnet50,vgg16,pgd,0.21,23.018779754638672,0.639758288860321
False,0.9838902354240417,0.9838902354240417,0.18640707433223724,0.3998880386352539,resnet50,vgg16,pgd,0.21,22.099411010742188,0.4825367331504822
True,0.9927219748497009,0.9927219748497009,0.4478680491447449,0.4478680491447449,resnet50,vgg16,pgd,0.21,23.685583114624023,0.6608613133430481
False,0.9980859756469727,0.9980859756469727,0.07295804470777512,0.16570031642913818,resnet50,vgg16,pgd,0.21,23.450632095336914,0.6449633836746216
True,0.995461642742157,0.995461642742157,0.981533944606781,0.981533944606781,resnet50,vgg16,pgd,0.21,23.17540740966797,0.6631492376327515
False,0.9979925155639648,0.9979925155639648,0.291301965713501,0.46467337012290955,resnet50,vgg16,pgd,0.21,23.081066131591797,0.6823123693466187
False,0.9941394329071045,0.9941394329071045,0.009196314960718155,0.27326977252960205,resnet50,vgg16,pgd,0.21,22.542701721191406,0.6167842745780945
True,0.9956134557723999,0.9956134557723999,0.1525377333164215,0.1525377333164215,resnet50,vgg16,pgd,0.21,23.555906295776367,0.5427212119102478
False,0.9908316731452942,0.9908316731452942,0.07794452458620071,0.1443675309419632,resnet50,vgg16,pgd,0.21,23.097726821899414,0.6808047294616699
False,0.9967833757400513,0.9967833757400513,0.02918027527630329,0.634513258934021,resnet50,vgg16,pgd,0.21,22.91615104675293,0.6397097706794739
True,0.9971505999565125,0.9971505999565125,0.4416753947734833,0.4416753947734833,resnet50,vgg16,pgd,0.21,23.419546127319336,0.571382999420166
True,0.9925561547279358,0.9925561547279358,0.7844659090042114,0.7844659090042114,resnet50,vgg16,pgd,0.21,22.970182418823242,0.7247080206871033
False,0.9845361113548279,0.9845361113548279,0.06681746244430542,0.2883872091770172,resnet50,vgg16,pgd,0.21,23.695615768432617,0.47223711013793945
True,0.9854265451431274,0.9854265451431274,0.99972003698349,0.99972003698349,resnet50,vgg16,pgd,0.21,23.417530059814453,0.6068189144134521
True,0.991421639919281,0.991421639919281,0.7063596248626709,0.7063596248626709,resnet50,vgg16,pgd,0.21,23.40601348876953,0.8661174774169922
True,0.9941806197166443,0.9941806197166443,0.2757575511932373,0.2757575511932373,resnet50,vgg16,pgd,0.21,22.132083892822266,0.4161525368690491
True,0.9925285577774048,0.9925285577774048,0.9171597361564636,0.9171597361564636,resnet50,vgg16,pgd,0.21,21.95657730102539,0.6031471490859985
False,0.9932265877723694,0.9932265877723694,0.026007382199168205,0.231395423412323,resnet50,vgg16,pgd,0.21,22.853168487548828,0.6501345038414001
True,0.9992368221282959,0.9992368221282959,0.16755129396915436,0.16755129396915436,resnet50,vgg16,pgd,0.21,23.482460021972656,0.6407734751701355
True,0.995278000831604,0.995278000831604,0.3664173483848572,0.3664173483848572,resnet50,vgg16,pgd,0.21,23.165090560913086,0.7572458982467651
True,0.9971703886985779,0.9971703886985779,0.9387583136558533,0.9387583136558533,resnet50,vgg16,pgd,0.21,23.142379760742188,0.5761954188346863
True,0.9922803640365601,0.9922803640365601,0.21278586983680725,0.21278586983680725,resnet50,vgg16,pgd,0.21,23.394084930419922,0.5812230110168457
True,0.9916898012161255,0.9916898012161255,0.9996999502182007,0.9996999502182007,resnet50,vgg16,pgd,0.21,23.097461700439453,0.7465900182723999
False,0.9963602423667908,0.9963602423667908,0.0011570288334041834,0.39303526282310486,resnet50,vgg16,pgd,0.21,22.78327178955078,0.5701319575309753
True,0.9931047558784485,0.9931047558784485,0.2958599328994751,0.2958599328994751,resnet50,vgg16,pgd,0.21,23.21473503112793,0.5743467211723328
False,0.980851948261261,0.980851948261261,0.32957887649536133,0.44854259490966797,resnet50,vgg16,pgd,0.21,22.993743896484375,0.6262034177780151
False,0.41422033309936523,0.41422033309936523,0.0006983057246543467,0.15364427864551544,resnet50,vgg16,pgd,0.21,22.707944869995117,0.45704495906829834
True,0.9861201047897339,0.9861201047897339,0.9149383902549744,0.9149383902549744,resnet50,vgg16,pgd,0.21,23.3527774810791,0.6862906217575073
True,0.9880762100219727,0.9880762100219727,0.9963639378547668,0.9963639378547668,resnet50,vgg16,pgd,0.21,23.06470489501953,0.6180509924888611
False,0.9983874559402466,0.9983874559402466,0.09519670158624649,0.3233070373535156,resnet50,vgg16,pgd,0.21,22.884721755981445,0.5152322053909302
False,0.9903793334960938,0.9903793334960938,0.2050495594739914,0.22317294776439667,resnet50,vgg16,pgd,0.21,23.495609283447266,0.5453605055809021
True,0.9944390058517456,0.9944390058517456,0.7509781718254089,0.7509781718254089,resnet50,vgg16,pgd,0.21,22.808868408203125,0.635823667049408
False,0.9840993881225586,0.9840993881225586,0.21083763241767883,0.4243203401565552,resnet50,vgg16,pgd,0.21,22.818151473999023,0.5528600215911865
False,0.9691064953804016,0.9691064953804016,0.007891802117228508,0.5794163942337036,resnet50,vgg16,pgd,0.21,23.528125762939453,0.8321317434310913
False,0.99735426902771,0.99735426902771,0.05951964855194092,0.2980400323867798,resnet50,vgg16,pgd,0.21,23.090007781982422,0.7951329946517944
False,0.9895825386047363,0.9895825386047363,0.015686336904764175,0.2666552662849426,resnet50,vgg16,pgd,0.21,23.3903751373291,0.7414062023162842
False,0.9984810948371887,0.9984810948371887,0.060317251831293106,0.15776850283145905,resnet50,vgg16,pgd,0.21,23.075767517089844,0.7756802439689636
False,0.9663552641868591,0.9663552641868591,0.004367074929177761,0.21736685931682587,resnet50,vgg16,pgd,0.21,23.177627563476562,0.5389025211334229
False,0.9990822076797485,0.9990822076797485,0.09629227221012115,0.2147243320941925,resnet50,vgg16,pgd,0.21,23.3446044921875,0.5294864177703857
True,0.9924300312995911,0.9924300312995911,0.4504530131816864,0.4504530131816864,resnet50,vgg16,pgd,0.21,23.451496124267578,0.7811627388000488
True,0.9940618872642517,0.9940618872642517,0.999969482421875,0.999969482421875,resnet50,vgg16,pgd,0.21,23.443246841430664,0.7907587885856628
False,0.9962146878242493,0.9962146878242493,0.26979321241378784,0.4581245183944702,resnet50,vgg16,pgd,0.21,22.992036819458008,0.6478493213653564
True,0.9958385229110718,0.9958385229110718,0.2577044665813446,0.2577044665813446,resnet50,vgg16,pgd,0.21,23.242412567138672,0.5286945700645447
False,0.9415212869644165,0.9415212869644165,0.0006585415103472769,0.09602443128824234,resnet50,vgg16,pgd,0.21,23.85367202758789,0.31454625725746155
False,0.9778894782066345,0.9778894782066345,0.036630779504776,0.164069265127182,resnet50,vgg16,pgd,0.21,23.411592483520508,0.574901282787323
False,0.9834113717079163,0.9834113717079163,0.08436461538076401,0.31263697147369385,resnet50,vgg16,pgd,0.21,23.32061767578125,0.6867125034332275
True,0.9995481371879578,0.9995481371879578,0.9587395787239075,0.9587395787239075,resnet50,vgg16,pgd,0.21,23.166431427001953,0.7313326597213745
True,0.9937096834182739,0.9937096834182739,0.25263676047325134,0.25263676047325134,resnet50,vgg16,pgd,0.21,23.070249557495117,0.6689255237579346
False,0.9917540550231934,0.9917540550231934,0.0051206802017986774,0.3421953618526459,resnet50,vgg16,pgd,0.21,22.8935489654541,0.5813314914703369
True,0.9748935699462891,0.9748935699462891,0.9960407018661499,0.9960407018661499,resnet50,vgg16,pgd,0.21,23.482595443725586,0.8081164360046387
False,0.014733726158738136,0.23828329145908356,0.0011486737057566643,0.16485059261322021,resnet50,vgg16,pgd,0.21,23.097322463989258,0.3701246976852417
False,0.8565118908882141,0.8565118908882141,0.0017039468511939049,0.4573303163051605,resnet50,vgg16,pgd,0.21,23.159826278686523,0.4966146945953369
False,0.9931990504264832,0.9931990504264832,0.03211492300033569,0.430615097284317,resnet50,vgg16,pgd,0.21,22.78541374206543,0.6472371816635132
True,0.9950822591781616,0.9950822591781616,0.6288828253746033,0.6288828253746033,resnet50,vgg16,pgd,0.21,23.169992446899414,0.757365882396698
False,0.9907480478286743,0.9907480478286743,0.259553462266922,0.3650034964084625,resnet50,vgg16,pgd,0.21,23.423385620117188,0.816656768321991
True,0.9978187084197998,0.9978187084197998,0.49488556385040283,0.49488556385040283,resnet50,vgg16,pgd,0.21,23.699357986450195,0.48151978850364685
True,0.996776282787323,0.996776282787323,0.9999480247497559,0.9999480247497559,resnet50,vgg16,pgd,0.21,23.16236114501953,0.7363054752349854
False,0.9911834001541138,0.9911834001541138,0.06270914524793625,0.13034310936927795,resnet50,vgg16,pgd,0.21,22.994001388549805,0.7647819519042969
False,0.994491696357727,0.994491696357727,0.03991708159446716,0.1728111356496811,resnet50,vgg16,pgd,0.21,23.413915634155273,0.7527095675468445
False,0.9953787326812744,0.9953787326812744,0.046513881534338,0.589807391166687,resnet50,vgg16,pgd,0.21,22.86211395263672,0.5625389218330383
False,0.9930112957954407,0.9930112957954407,0.07145506888628006,0.3434640169143677,resnet50,vgg16,pgd,0.21,22.782045364379883,0.5013202428817749
True,0.964906632900238,0.964906632900238,0.8251768350601196,0.8251768350601196,resnet50,vgg16,pgd,0.21,22.863079071044922,0.7732458114624023
False,0.9044981598854065,0.9044981598854065,0.015313154086470604,0.17891433835029602,resnet50,vgg16,pgd,0.21,23.232921600341797,0.5701932907104492
False,0.988911509513855,0.988911509513855,0.0035675561521202326,0.18961991369724274,resnet50,vgg16,pgd,0.21,23.205690383911133,0.4924776554107666
True,0.9894863367080688,0.9894863367080688,0.3626098334789276,0.3626098334789276,resnet50,vgg16,pgd,0.21,23.14638328552246,0.7304519414901733
False,0.9838055372238159,0.9838055372238159,0.06230537220835686,0.13026441633701324,resnet50,vgg16,pgd,0.21,23.291379928588867,0.7818219065666199
False,0.9858725070953369,0.9858725070953369,0.03957105800509453,0.36703696846961975,resnet50,vgg16,pgd,0.21,23.591781616210938,0.4530121684074402
False,0.9916606545448303,0.9916606545448303,0.017589140683412552,0.24130435287952423,resnet50,vgg16,pgd,0.21,23.057743072509766,0.6783632636070251
False,0.9797499179840088,0.9797499179840088,0.11433245986700058,0.4009961783885956,resnet50,vgg16,pgd,0.21,23.191640853881836,0.5646721720695496
False,0.9975340366363525,0.9975340366363525,0.035553302615880966,0.6294426321983337,resnet50,vgg16,pgd,0.21,23.206066131591797,0.7896654009819031
False,0.9807515144348145,0.9807515144348145,0.051810599863529205,0.21517613530158997,resnet50,vgg16,pgd,0.21,22.100711822509766,0.591742753982544
False,0.999785840511322,0.999785840511322,0.01555066742002964,0.3564201593399048,resnet50,vgg16,pgd,0.21,22.73359489440918,0.6157981753349304
True,0.9058297872543335,0.9058297872543335,0.5694230794906616,0.5694230794906616,resnet50,vgg16,pgd,0.21,23.358112335205078,0.5389786958694458
True,0.9807939529418945,0.9807939529418945,0.7820836305618286,0.7820836305618286,resnet50,vgg16,pgd,0.21,22.83380889892578,0.6904226541519165
False,0.9856361150741577,0.9856361150741577,0.09338689595460892,0.21986939013004303,resnet50,vgg16,pgd,0.21,23.106719970703125,0.5233428478240967
True,0.9932430386543274,0.9932430386543274,0.7594346404075623,0.7594346404075623,resnet50,vgg16,pgd,0.21,22.937707901000977,0.6532535552978516
False,0.9912312626838684,0.9912312626838684,0.011683144606649876,0.8102535605430603,resnet50,vgg16,pgd,0.21,22.996070861816406,0.762802004814148
True,0.9934033751487732,0.9934033751487732,0.561669111251831,0.561669111251831,resnet50,vgg16,pgd,0.21,23.391569137573242,0.6764756441116333
True,0.9977900981903076,0.9977900981903076,0.26433131098747253,0.26433131098747253,resnet50,vgg16,pgd,0.21,23.061880111694336,0.6176501512527466
False,0.3923341631889343,0.3923341631889343,0.005863218102604151,0.1683972030878067,resnet50,vgg16,pgd,0.21,23.206680297851562,0.5645300149917603
False,0.9834123849868774,0.9834123849868774,0.15000396966934204,0.21147364377975464,resnet50,vgg16,pgd,0.21,23.09609603881836,0.6384463906288147
False,0.9956230521202087,0.9956230521202087,0.022606458514928818,0.14469268918037415,resnet50,vgg16,pgd,0.21,22.3566837310791,0.6739977598190308
True,0.996349573135376,0.996349573135376,0.959852933883667,0.959852933883667,resnet50,vgg16,pgd,0.21,23.551225662231445,0.6152529120445251
False,0.9941458702087402,0.9941458702087402,0.019657626748085022,0.23096586763858795,resnet50,vgg16,pgd,0.21,23.0621395111084,0.7860279083251953
False,0.9889988303184509,0.9889988303184509,0.06941945850849152,0.5946984887123108,resnet50,vgg16,pgd,0.21,23.697065353393555,0.7902905344963074
False,0.9734417796134949,0.9734417796134949,0.2830682694911957,0.3081064820289612,resnet50,vgg16,pgd,0.21,22.761775970458984,0.41171202063560486
True,0.9936785101890564,0.9936785101890564,0.9184473752975464,0.9184473752975464,resnet50,vgg16,pgd,0.21,23.41826057434082,0.6118289232254028
True,0.9968066215515137,0.9968066215515137,0.3835797905921936,0.3835797905921936,resnet50,vgg16,pgd,0.21,23.181678771972656,0.7636486887931824
False,0.9967769980430603,0.9967769980430603,0.029902484267950058,0.3599250018596649,resnet50,vgg16,pgd,0.21,23.234933853149414,0.7332262396812439
True,0.9844974279403687,0.9844974279403687,0.7974380254745483,0.7974380254745483,resnet50,vgg16,pgd,0.21,23.639535903930664,0.6649006605148315
True,0.9995759129524231,0.9995759129524231,0.9292564392089844,0.9292564392089844,resnet50,vgg16,pgd,0.21,23.103012084960938,0.6533775329589844
False,0.9826918244361877,0.9826918244361877,0.08153277635574341,0.28069064021110535,resnet50,vgg16,pgd,0.21,23.37110710144043,0.6204546689987183
False,0.9926597476005554,0.9926597476005554,0.2940109670162201,0.4661533236503601,resnet50,vgg16,pgd,0.21,23.418384552001953,0.7253636121749878
True,0.9793885350227356,0.9793885350227356,0.9997392296791077,0.9997392296791077,resnet50,vgg16,pgd,0.21,23.19386863708496,0.7783308029174805
True,0.9841210246086121,0.9841210246086121,0.6833000183105469,0.6833000183105469,resnet50,vgg16,pgd,0.21,23.071382522583008,0.7229493856430054
False,0.9967370629310608,0.9967370629310608,0.23278626799583435,0.31286361813545227,resnet50,vgg16,pgd,0.21,23.162471771240234,0.5217405557632446
True,0.9946717619895935,0.9946717619895935,0.3404381573200226,0.3404381573200226,resnet50,vgg16,pgd,0.21,23.044214248657227,0.6164352297782898
True,0.9869133830070496,0.9869133830070496,0.8726997375488281,0.8726997375488281,resnet50,vgg16,pgd,0.21,23.387218475341797,0.6877667307853699
True,0.993354320526123,0.993354320526123,0.999970555305481,0.999970555305481,resnet50,vgg16,pgd,0.21,23.216135025024414,0.703436017036438
False,0.9963518381118774,0.9963518381118774,0.21616286039352417,0.24799659848213196,resnet50,vgg16,pgd,0.21,23.3039608001709,0.6355375647544861
