adv_correct_classification_tgt,clean_true_prob_src,clean_max_prob_src,adv_true_prob_tgt,adv_max_prob_tgt,model_src,model_tgt,attack,attack_param,l2_norm,ssim,clean_correct_classification
True,0.9986680746078492,0.9986680746078492,0.986825168132782,0.986825168132782,vgg16,resnet50,cw,2.0,1.1412372589111328,0.9990026354789734,True
True,0.999997854232788,0.999997854232788,0.9856017231941224,0.9856017231941224,vgg16,resnet50,cw,2.0,1.616003394126892,0.996638000011444,True
True,0.9999802112579346,0.9999802112579346,0.9790251851081848,0.9790251851081848,vgg16,resnet50,cw,2.0,1.8141660690307613,0.9955143928527832,True
True,0.9998633861541748,0.9998633861541748,0.9982940554618835,0.9982940554618835,vgg16,resnet50,cw,2.0,1.0584734678268433,0.9975557327270508,True
True,0.9992606043815612,0.9992606043815612,0.9888926148414612,0.9888926148414612,vgg16,resnet50,cw,2.0,0.940304696559906,0.998820424079895,True
True,0.0306641981005668,0.2428690940141677,0.9987549781799316,0.9987549781799316,vgg16,resnet50,cw,2.0,0.0031064732465893,0.999997079372406,True
True,0.999935746192932,0.999935746192932,0.9951006770133972,0.9951006770133972,vgg16,resnet50,cw,2.0,1.4567630290985107,0.9976292848587036,True
True,0.5261390805244446,0.5261390805244446,0.993846833705902,0.993846833705902,vgg16,resnet50,cw,2.0,0.5260291695594788,0.9994603991508484,True
True,0.9977641105651855,0.9977641105651855,0.9831781983375548,0.9831781983375548,vgg16,resnet50,cw,2.0,1.671342849731445,0.9925909042358398,True
True,0.902858555316925,0.902858555316925,0.998021125793457,0.998021125793457,vgg16,resnet50,cw,2.0,1.4065282344818115,0.9981505870819092,True
True,0.9997745156288148,0.9997745156288148,0.9967930912971495,0.9967930912971495,vgg16,resnet50,cw,2.0,1.419023513793945,0.9964568614959716,True
True,0.9997931122779846,0.9997931122779846,0.9959471821784972,0.9959471821784972,vgg16,resnet50,cw,2.0,1.5659914016723633,0.9975535869598388,True
True,0.999991536140442,0.999991536140442,0.9984256029129028,0.9984256029129028,vgg16,resnet50,cw,2.0,1.0780426263809204,0.9986602067947388,True
True,0.9990237951278688,0.9990237951278688,0.991947591304779,0.991947591304779,vgg16,resnet50,cw,2.0,1.1409616470336914,0.9971784949302672,True
True,0.1596251428127288,0.2914247214794159,0.8283092975616455,0.8283092975616455,vgg16,resnet50,cw,2.0,0.0029552476480603,0.9999946355819702,True
True,0.9974873065948486,0.9974873065948486,0.9937175512313844,0.9937175512313844,vgg16,resnet50,cw,2.0,1.967426300048828,0.9912543296813964,True
True,0.9984509944915771,0.9984509944915771,0.996306300163269,0.996306300163269,vgg16,resnet50,cw,2.0,1.609362244606018,0.9964002370834352,True
True,0.7766540050506592,0.7766540050506592,0.9785005450248718,0.9785005450248718,vgg16,resnet50,cw,2.0,0.53203284740448,0.9993091821670532,True
True,0.999996304512024,0.999996304512024,0.994083821773529,0.994083821773529,vgg16,resnet50,cw,2.0,1.5952633619308472,0.9964057803153992,True
True,0.9906614422798156,0.9906614422798156,0.9837536215782166,0.9837536215782166,vgg16,resnet50,cw,2.0,0.9305951595306396,0.9980973601341248,True
True,0.9999997615814208,0.9999997615814208,0.9928016662597656,0.9928016662597656,vgg16,resnet50,cw,2.0,1.9926505088806152,0.9930596351623536,True
True,0.9884077906608582,0.9884077906608582,0.9976415634155272,0.9976415634155272,vgg16,resnet50,cw,2.0,1.428142786026001,0.997366428375244,True
True,0.9996256828308104,0.9996256828308104,0.9930315017700196,0.9930315017700196,vgg16,resnet50,cw,2.0,1.280392289161682,0.997772455215454,True
True,0.9701827764511108,0.9701827764511108,0.9978321194648744,0.9978321194648744,vgg16,resnet50,cw,2.0,1.34276020526886,0.9978523254394532,True
True,0.9454201459884644,0.9454201459884644,0.994026780128479,0.994026780128479,vgg16,resnet50,cw,2.0,1.0568825006484983,0.9982263445854188,True
True,0.9999858140945436,0.9999858140945436,0.9978864789009094,0.9978864789009094,vgg16,resnet50,cw,2.0,1.3115487098693848,0.9950026273727416,True
True,0.9997696280479432,0.9997696280479432,0.99245947599411,0.99245947599411,vgg16,resnet50,cw,2.0,1.085559368133545,0.9982632994651794,True
True,0.9992350339889526,0.9992350339889526,0.9958209991455078,0.9958209991455078,vgg16,resnet50,cw,2.0,1.359644651412964,0.9969497919082642,True
True,0.9999760389328004,0.9999760389328004,0.99828040599823,0.99828040599823,vgg16,resnet50,cw,2.0,1.2132415771484375,0.9975647926330566,True
True,0.9999938011169434,0.9999938011169434,0.9920147657394408,0.9920147657394408,vgg16,resnet50,cw,2.0,1.8441157341003416,0.996313214302063,True
True,0.9999996423721312,0.9999996423721312,0.985342025756836,0.985342025756836,vgg16,resnet50,cw,2.0,1.4954057931900024,0.9948744177818298,True
True,1.0,1.0,0.9857273697853088,0.9857273697853088,vgg16,resnet50,cw,2.0,1.603114128112793,0.9950642585754396,True
True,0.9962365031242372,0.9962365031242372,0.9893637895584106,0.9893637895584106,vgg16,resnet50,cw,2.0,0.9822348952293396,0.9993398189544678,True
True,0.9990652203559875,0.9990652203559875,0.9945436716079712,0.9945436716079712,vgg16,resnet50,cw,2.0,0.9280462861061096,0.998107373714447,True
True,0.9953802824020386,0.9953802824020386,0.9889567494392396,0.9889567494392396,vgg16,resnet50,cw,2.0,1.1998027563095093,0.9980587363243104,True
True,0.9999877214431764,0.9999877214431764,0.9935613870620728,0.9935613870620728,vgg16,resnet50,cw,2.0,1.6140164136886597,0.9953600168228148,True
