adv_correct_classification_tgt,clean_true_prob_src,clean_max_prob_src,adv_true_prob_tgt,adv_max_prob_tgt,model_src,model_tgt,attack,attack_param,l2_norm,ssim,clean_correct_classification
False,0.9986680746078492,0.9986680746078492,0.0402904860675334,0.0593984760344028,vgg16,resnet50,fgsm,0.23,81.6101303100586,0.2735929191112518,
False,0.999997854232788,0.999997854232788,0.0314317494630813,0.1576109230518341,vgg16,resnet50,fgsm,0.23,85.69558715820312,0.2068702429533004,
False,0.9999802112579346,0.9999802112579346,0.0134173836559057,0.0705700516700744,vgg16,resnet50,fgsm,0.23,83.29985046386719,0.2179698050022125,
False,0.9998633861541748,0.9998633861541748,0.0056062885560095,0.1013066172599792,vgg16,resnet50,fgsm,0.23,84.50257110595703,0.1318926364183426,
False,0.9992606043815612,0.9992606043815612,0.0087275952100753,0.154912993311882,vgg16,resnet50,fgsm,0.23,80.76329803466797,0.2219099849462509,
False,0.0306641981005668,0.2428690940141677,0.0027689228300005,0.126113161444664,vgg16,resnet50,fgsm,0.23,84.02839660644531,0.1181514486670494,
False,0.999935746192932,0.999935746192932,0.0107615990564227,0.0471146702766418,vgg16,resnet50,fgsm,0.23,87.01768493652344,0.2246361076831817,
False,0.5261390805244446,0.5261390805244446,0.0039372486062347,0.0666036009788513,vgg16,resnet50,fgsm,0.23,86.722900390625,0.1895790994167328,
False,0.9977641105651855,0.9977641105651855,0.0097482157871127,0.6809477210044861,vgg16,resnet50,fgsm,0.23,86.9818115234375,0.0986662209033966,
False,0.902858555316925,0.902858555316925,0.0086863134056329,0.0568977035582065,vgg16,resnet50,fgsm,0.23,82.82099914550781,0.2639143168926239,
False,0.9997745156288148,0.9997745156288148,0.0051669352687895,0.036451980471611,vgg16,resnet50,fgsm,0.23,87.11907958984375,0.1864510029554367,
False,0.9997931122779846,0.9997931122779846,0.0062880320474505,0.0923600271344184,vgg16,resnet50,fgsm,0.23,84.38282012939453,0.1850071996450424,
False,0.999991536140442,0.999991536140442,0.0082594342529773,0.0863920971751213,vgg16,resnet50,fgsm,0.23,84.36524963378906,0.19483682513237,
False,0.9990237951278688,0.9990237951278688,0.003338597016409,0.4984819591045379,vgg16,resnet50,fgsm,0.23,82.98701477050781,0.0990299135446548,
False,0.1596251428127288,0.2914247214794159,0.0044854413717985,0.12128946185112,vgg16,resnet50,fgsm,0.23,81.77317810058594,0.1450336426496505,
False,0.9974873065948486,0.9974873065948486,0.0044527235440909,0.1455066800117492,vgg16,resnet50,fgsm,0.23,82.94317626953125,0.0982280820608139,
False,0.9984509944915771,0.9984509944915771,0.0040567009709775,0.0546771958470344,vgg16,resnet50,fgsm,0.23,82.91375732421875,0.2118038982152938,
False,0.7766540050506592,0.7766540050506592,0.0030729251448065,0.9900806546211244,vgg16,resnet50,fgsm,0.23,75.5703125,0.1632310450077057,
False,0.999996304512024,0.999996304512024,0.0039470773190259,0.0749671086668968,vgg16,resnet50,fgsm,0.23,80.96983337402344,0.1623116135597229,
False,0.9906614422798156,0.9906614422798156,0.0029359525069594,0.0901587232947349,vgg16,resnet50,fgsm,0.23,77.31910705566406,0.0841730684041976,
False,0.9999997615814208,0.9999997615814208,0.0059482106007635,0.0491277128458023,vgg16,resnet50,fgsm,0.23,87.17160034179688,0.1646118611097335,
False,0.9884077906608582,0.9884077906608582,0.0056397020816802,0.0898599550127983,vgg16,resnet50,fgsm,0.23,84.95320892333984,0.1583005636930465,
False,0.9996256828308104,0.9996256828308104,0.004718542098999,0.1726668924093246,vgg16,resnet50,fgsm,0.23,84.50262451171875,0.1588774174451828,
False,0.9701827764511108,0.9701827764511108,0.0071845520287752,0.1012095212936401,vgg16,resnet50,fgsm,0.23,81.98323059082031,0.1864496171474456,
False,0.9454201459884644,0.9454201459884644,0.0069639664143323,0.1195890754461288,vgg16,resnet50,fgsm,0.23,80.47802734375,0.1605029702186584,
False,0.9999858140945436,0.9999858140945436,0.0061371740885078,0.0967911034822464,vgg16,resnet50,fgsm,0.23,86.6739273071289,0.1275619119405746,
False,0.9997696280479432,0.9997696280479432,0.0082502355799078,0.0441112145781517,vgg16,resnet50,fgsm,0.23,85.32870483398438,0.1699888408184051,
False,0.9992350339889526,0.9992350339889526,0.019831134006381,0.0787189975380897,vgg16,resnet50,fgsm,0.23,80.52279663085938,0.1830341815948486,
False,0.9999760389328004,0.9999760389328004,0.0097652552649378,0.0808882489800453,vgg16,resnet50,fgsm,0.23,83.96941375732422,0.1421771943569183,
False,0.9999938011169434,0.9999938011169434,0.0105773005634546,0.0925051495432853,vgg16,resnet50,fgsm,0.23,81.1515884399414,0.1936341226100921,
False,0.9999996423721312,0.9999996423721312,0.0006271756137721,0.8706790804862976,vgg16,resnet50,fgsm,0.23,85.0159912109375,0.0849807411432266,
True,1.0,1.0,0.9036988615989684,0.9036988615989684,vgg16,resnet50,fgsm,0.23,81.84231567382812,0.1703928709030151,
False,0.9962365031242372,0.9962365031242372,0.0061954860575497,0.0915278419852256,vgg16,resnet50,fgsm,0.23,86.31353759765625,0.3940503299236297,
False,0.9990652203559875,0.9990652203559875,0.0099236387759447,0.1293485760688781,vgg16,resnet50,fgsm,0.23,74.95723724365234,0.0910316109657287,
False,0.9953802824020386,0.9953802824020386,0.0075807343237102,0.158387079834938,vgg16,resnet50,fgsm,0.23,76.1498794555664,0.1401804983615875,
False,0.9999877214431764,0.9999877214431764,0.0028289991896599,0.1811936944723129,vgg16,resnet50,fgsm,0.23,79.09011840820312,0.1949596405029297,
False,0.9152818918228148,0.9152818918228148,0.0059987492859363,0.0736726745963096,vgg16,resnet50,fgsm,0.23,86.9891586303711,0.1351226866245269,
False,0.9999494552612304,0.9999494552612304,0.0042959516867995,0.2597241997718811,vgg16,resnet50,fgsm,0.23,82.77015686035156,0.2141672819852829,
False,0.9993858337402344,0.9993858337402344,0.0374501720070838,0.0825923904776573,vgg16,resnet50,fgsm,0.23,85.3448715209961,0.1281823217868805,
False,0.9997549653053284,0.9997549653053284,0.0053453966975212,0.0611939243972301,vgg16,resnet50,fgsm,0.23,85.15778350830078,0.1189533397555351,
True,0.9999982118606568,0.9999982118606568,0.425152450799942,0.425152450799942,vgg16,resnet50,fgsm,0.23,81.34732818603516,0.2332673966884613,
False,0.9417413473129272,0.9417413473129272,0.003125648247078,0.0776557400822639,vgg16,resnet50,fgsm,0.23,80.16038513183594,0.1748200058937072,
False,0.9999994039535522,0.9999994039535522,0.0051144883036613,0.2328022718429565,vgg16,resnet50,fgsm,0.23,84.5274658203125,0.1066583544015884,
False,0.998372495174408,0.998372495174408,0.0054413038305938,0.0670197680592536,vgg16,resnet50,fgsm,0.23,83.18949890136719,0.180144652724266,
False,0.0353911705315113,0.1467952728271484,0.0066590132191777,0.049543347209692,vgg16,resnet50,fgsm,0.23,81.2789306640625,0.0698981955647468,
False,0.9999790191650392,0.9999790191650392,0.0057489210739731,0.0549733415246009,vgg16,resnet50,fgsm,0.23,84.2155990600586,0.1957718580961227,
False,1.0,1.0,0.0280307531356811,0.140920415520668,vgg16,resnet50,fgsm,0.23,81.78604125976562,0.1428776383399963,
False,0.8666437268257141,0.8666437268257141,0.0010909007396548,0.8080719709396362,vgg16,resnet50,fgsm,0.23,82.93781280517578,0.1178804785013198,
False,0.9998602867126464,0.9998602867126464,0.0079489825293421,0.0983535423874855,vgg16,resnet50,fgsm,0.23,83.60897064208984,0.1298518180847168,
False,0.9999668598175048,0.9999668598175048,0.0300430878996849,0.1631499230861663,vgg16,resnet50,fgsm,0.23,80.48396301269531,0.1924433708190918,
False,0.9915536046028136,0.9915536046028136,0.0037223701365292,0.2905748188495636,vgg16,resnet50,fgsm,0.23,82.26293182373047,0.1068342477083206,
False,0.0096841920167207,0.3639225661754608,0.0091595435515046,0.2153870910406112,vgg16,resnet50,fgsm,0.23,84.97277069091797,0.3459213376045227,
False,0.3099556565284729,0.3099556565284729,0.0077272234484553,0.0347464010119438,vgg16,resnet50,fgsm,0.23,85.13874816894531,0.2570263147354126,
False,0.9940693378448486,0.9940693378448486,0.0047126677818596,0.1281973719596862,vgg16,resnet50,fgsm,0.23,85.58719635009766,0.2160519957542419,
False,0.8144246935844421,0.8144246935844421,0.0055258311331272,0.3031789362430572,vgg16,resnet50,fgsm,0.23,80.2154769897461,0.272343099117279,
False,0.4657119214534759,0.4657119214534759,0.004556642845273,0.0269637797027826,vgg16,resnet50,fgsm,0.23,84.78083038330078,0.1096808165311813,
False,0.8995105624198914,0.8995105624198914,0.0036254397127777,0.1461458206176757,vgg16,resnet50,fgsm,0.23,85.54002380371094,0.1105469167232513,
False,0.999232292175293,0.999232292175293,0.0091643026098608,0.0459832623600959,vgg16,resnet50,fgsm,0.23,87.08040618896484,0.2871249914169311,
False,0.9999991655349731,0.9999991655349731,0.0109688956290483,0.1302830278873443,vgg16,resnet50,fgsm,0.23,85.33427429199219,0.2627012431621551,
False,0.9999064207077026,0.9999064207077026,0.0054776482284069,0.1022456139326095,vgg16,resnet50,fgsm,0.23,82.72769165039062,0.1722504943609237,
False,0.9923980832099916,0.9923980832099916,0.0060155475512146,0.0548717565834522,vgg16,resnet50,fgsm,0.23,81.82624053955078,0.1190738677978515,
False,0.0070693283341825,0.2575494349002838,0.0018497159471735,0.7222209572792053,vgg16,resnet50,fgsm,0.23,87.93798065185547,0.0507940724492073,
False,0.4336744844913482,0.4336744844913482,0.0043145571835339,0.1044732853770256,vgg16,resnet50,fgsm,0.23,86.33768463134766,0.1381787955760955,
False,0.9999815225601196,0.9999815225601196,0.0085627809166908,0.0626849308609962,vgg16,resnet50,fgsm,0.23,86.88310241699219,0.1602412462234497,
False,0.9996445178985596,0.9996445178985596,0.0092581007629632,0.1182647943496704,vgg16,resnet50,fgsm,0.23,82.76008605957031,0.2266145944595337,
False,0.9979119896888732,0.9979119896888732,0.0036757008638232,0.1972402781248092,vgg16,resnet50,fgsm,0.23,82.24456787109375,0.1699413061141967,
False,0.5025231242179871,0.5025231242179871,0.0039909244515001,0.1078232154250145,vgg16,resnet50,fgsm,0.23,78.5506362915039,0.1446501761674881,
False,0.9999996423721312,0.9999996423721312,0.0189995262771844,0.2474397122859954,vgg16,resnet50,fgsm,0.23,87.48036193847656,0.2766647338867187,
False,7.049609121168032e-05,0.900926411151886,0.0019630196038633,0.2961519956588745,vgg16,resnet50,fgsm,0.23,83.72093963623047,0.0436419360339641,
False,0.0028666597791016,0.9951203465461732,0.0028499932959675,0.1239301562309265,vgg16,resnet50,fgsm,0.23,83.36548614501953,0.085854634642601,
False,0.9724389910697936,0.9724389910697936,0.0050433692522346,0.2359766066074371,vgg16,resnet50,fgsm,0.23,79.5020980834961,0.1537671238183975,
False,0.9648182988166808,0.9648182988166808,0.0045223217457532,0.0539085417985916,vgg16,resnet50,fgsm,0.23,83.38368225097656,0.2595138549804687,
False,0.9997915625572203,0.9997915625572203,0.0036145215854048,0.0460815392434597,vgg16,resnet50,fgsm,0.23,86.72500610351562,0.2765713036060333,
False,0.8028460144996643,0.8028460144996643,0.0084633706137537,0.0372064486145973,vgg16,resnet50,fgsm,0.23,85.66553497314453,0.1208512410521507,
False,0.9999998807907104,0.9999998807907104,0.0106955645605921,0.0797169134020805,vgg16,resnet50,fgsm,0.23,82.26092529296875,0.2271067202091217,
False,0.3763781487941742,0.3763781487941742,0.0033685029484331,0.1399071216583252,vgg16,resnet50,fgsm,0.23,82.20307159423828,0.2812591195106506,
False,0.9999585151672364,0.9999585151672364,0.0050255768001079,0.0498160161077976,vgg16,resnet50,fgsm,0.23,85.31290435791016,0.2536191642284393,
False,0.9981537461280824,0.9981537461280824,0.0137249585241079,0.088245503604412,vgg16,resnet50,fgsm,0.23,80.39018249511719,0.1289206445217132,
False,0.9999006986618042,0.9999006986618042,0.0214050617069005,0.1044671833515167,vgg16,resnet50,fgsm,0.23,79.30997467041016,0.0977460965514183,
False,0.8737043738365173,0.8737043738365173,0.0048415418714284,0.1150076687335968,vgg16,resnet50,fgsm,0.23,83.66386413574219,0.2429587244987487,
False,0.7817691564559937,0.7817691564559937,0.0119129745289683,0.0743074119091034,vgg16,resnet50,fgsm,0.23,85.50882720947266,0.1459790766239166,
False,0.997808873653412,0.997808873653412,0.003462285734713,0.4244126975536346,vgg16,resnet50,fgsm,0.23,83.36872863769531,0.0864011868834495,
False,0.995284616947174,0.995284616947174,0.008977074176073,0.118572823703289,vgg16,resnet50,fgsm,0.23,81.86051940917969,0.1845810860395431,
False,0.99999737739563,0.99999737739563,0.0061024739407002,0.0645936876535415,vgg16,resnet50,fgsm,0.23,87.44322967529297,0.2233337759971618,
False,0.8191302418708801,0.8191302418708801,0.0027151438407599,0.1123706847429275,vgg16,resnet50,fgsm,0.23,84.77220916748047,0.1249509453773498,
False,0.9521934390068054,0.9521934390068054,0.0022253766655921,0.0693804398179054,vgg16,resnet50,fgsm,0.23,85.06730651855469,0.2035028338432312,
False,0.9993066787719728,0.9993066787719728,0.0034199282526969,0.0924723669886589,vgg16,resnet50,fgsm,0.23,79.09858703613281,0.1526838839054107,
False,0.709652841091156,0.709652841091156,0.0068763922899961,0.0641550794243812,vgg16,resnet50,fgsm,0.23,84.51908111572266,0.2977727949619293,
False,0.987467348575592,0.987467348575592,0.0040128952823579,0.071364127099514,vgg16,resnet50,fgsm,0.23,76.84172821044922,0.1494726836681366,
