adv_correct_classification,clean_true_prob,adv_true_prob,clean_max_prob,adv_max_prob,model,attack,attack_param,l2_norm,ssim,clean_correct_classification
False,0.9986675977706908,0.0013010803377255,0.9986675977706908,0.1823403984308242,vgg16,fgsm,0.05,18.74355125427246,0.8155049085617065,
False,0.999997854232788,0.000209596924833,0.999997854232788,0.1999620944261551,vgg16,fgsm,0.05,19.335559844970703,0.766941249370575,
False,0.9999802112579346,0.0113799609243869,0.9999802112579346,0.1399207264184951,vgg16,fgsm,0.05,19.27902603149414,0.7660346031188965,
False,0.9998632669448853,0.0035094060003757,0.9998632669448853,0.1825005412101745,vgg16,fgsm,0.05,19.315608978271484,0.6498546004295349,
False,0.9992606043815612,0.003855591174215,0.9992606043815612,0.3840472102165222,vgg16,fgsm,0.05,19.164819717407227,0.8028326034545898,
False,0.0306845046579837,9.677864727564156e-05,0.2430841028690338,0.1501746624708175,vgg16,fgsm,0.05,18.84041404724121,0.6390628814697266,
False,0.9999356269836426,5.808270361740142e-05,0.9999356269836426,0.2184950560331344,vgg16,fgsm,0.05,19.36788558959961,0.8148676156997681,
False,0.5264146327972412,7.296631520148367e-05,0.5264146327972412,0.4072757363319397,vgg16,fgsm,0.05,19.33260154724121,0.7224926352500916,
False,0.9977695941925048,0.0024089405778795,0.9977695941925048,0.7440562844276428,vgg16,fgsm,0.05,19.35693359375,0.5082797408103943,
False,0.9026808738708496,0.0018627975368872,0.9026808738708496,0.1518821120262146,vgg16,fgsm,0.05,19.19479179382324,0.8010436296463013,
False,0.9997749924659728,0.0006451632943935,0.9997749924659728,0.3002990484237671,vgg16,fgsm,0.05,19.354808807373047,0.759405255317688,
False,0.9997925162315368,0.0092818308621644,0.9997925162315368,0.2019950747489929,vgg16,fgsm,0.05,19.216272354125977,0.766181468963623,
False,0.999991536140442,0.0129358787089586,0.999991536140442,0.3933051824569702,vgg16,fgsm,0.05,19.26876449584961,0.7902006506919861,
False,0.9990216493606568,0.0007230999181047,0.9990216493606568,0.1438078433275222,vgg16,fgsm,0.05,19.36419486999512,0.5415647029876709,
False,0.1596345454454422,0.0002482174604665,0.2915821671485901,0.2573270797729492,vgg16,fgsm,0.05,19.22247886657715,0.6072251200675964,
False,0.9974863529205322,0.0170135721564292,0.9974863529205322,0.086460918188095,vgg16,fgsm,0.05,19.38921165466309,0.5816991329193115,
False,0.9984526634216307,0.0005663614138029,0.9984526634216307,0.3829281628131866,vgg16,fgsm,0.05,18.91615295410156,0.7356612086296082,
False,0.7770533561706543,0.0001770664966898,0.7770533561706543,0.5642415285110474,vgg16,fgsm,0.05,16.720008850097656,0.6789451837539673,
False,0.999996304512024,0.0025494331493973,0.999996304512024,0.3532924652099609,vgg16,fgsm,0.05,18.46220588684082,0.7095658183097839,
False,0.9906641244888306,0.0196403339505195,0.9906641244888306,0.0807214230298996,vgg16,fgsm,0.05,19.16436195373535,0.5260470509529114,
False,0.9999997615814208,0.0149175785481929,0.9999997615814208,0.4662930965423584,vgg16,fgsm,0.05,19.37138557434082,0.7226793766021729,
False,0.9884105920791626,0.0007258341647684,0.9884105920791626,0.1723523139953613,vgg16,fgsm,0.05,19.3776798248291,0.7050313949584961,
False,0.9996250867843628,9.975686407415196e-05,0.9996250867843628,0.3250575363636017,vgg16,fgsm,0.05,19.25439071655273,0.7175458669662476,
False,0.9701675176620485,0.0079062161967158,0.9701675176620485,0.1421206891536712,vgg16,fgsm,0.05,19.158788681030277,0.7351073622703552,
False,0.9453171491622924,3.668703720904887e-05,0.9453171491622924,0.6011297106742859,vgg16,fgsm,0.05,18.889402389526367,0.6750456690788269,
False,0.9999858140945436,0.0239321365952491,0.9999858140945436,0.1649781614542007,vgg16,fgsm,0.05,19.356624603271484,0.6055570244789124,
False,0.9997699856758118,0.0002823929535225,0.9997699856758118,0.2063495814800262,vgg16,fgsm,0.05,19.261459350585938,0.7363712787628174,
False,0.999236226081848,0.0012423549778759,0.999236226081848,0.4804399907588959,vgg16,fgsm,0.05,18.90432357788086,0.6945986747741699,
False,0.9999760389328004,0.1377244889736175,0.9999760389328004,0.2456935346126556,vgg16,fgsm,0.05,19.192123413085938,0.6337114572525024,
False,0.9999938011169434,0.0071996669284999,0.9999938011169434,0.463903933763504,vgg16,fgsm,0.05,18.897571563720703,0.7809152603149414,
False,0.9999996423721312,0.0155032631009817,0.9999996423721312,0.1514420807361602,vgg16,fgsm,0.05,19.38911247253418,0.5415754318237305,
True,1.0,0.9999268054962158,1.0,0.9999268054962158,vgg16,fgsm,0.05,19.18672180175781,0.6611294746398926,
False,0.9962336421012878,8.151805377565324e-05,0.9962336421012878,0.5856314897537231,vgg16,fgsm,0.05,19.286375045776367,0.8972324132919312,
False,0.9990658164024352,0.0008471109904348,0.9990658164024352,0.2633609175682068,vgg16,fgsm,0.05,17.629215240478516,0.4974429607391357,
False,0.9953750967979432,0.014992581680417,0.9953750967979432,0.2515126168727875,vgg16,fgsm,0.05,18.320629119873047,0.6636393666267395,
False,0.9999876022338868,0.0012792743509635,0.9999876022338868,0.0736606270074844,vgg16,fgsm,0.05,19.062538146972656,0.7028161883354187,
False,0.915440022945404,0.0009574820287525,0.915440022945404,0.1835227459669113,vgg16,fgsm,0.05,19.329530715942383,0.7036454677581787,
False,0.9999494552612304,0.0001409979595337,0.9999494552612304,0.7608113288879395,vgg16,fgsm,0.05,19.273117065429688,0.8042259216308594,
False,0.9993844032287598,0.0052926153875887,0.9993844032287598,0.1109649315476417,vgg16,fgsm,0.05,19.18874168395996,0.6395620703697205,
