adv_correct_classification,clean_true_prob,adv_true_prob,clean_max_prob,adv_max_prob,model,attack,attack_param,l2_norm,ssim,clean_correct_classification
False,0.9986686706542968,9.736846791835041e-22,0.9986686706542968,1.0,vgg16,pgd,0.03,6.051882743835449,0.9743861556053162,True
False,0.999997854232788,9.93853190716096e-26,0.999997854232788,1.0,vgg16,pgd,0.03,5.673455238342285,0.9729577898979188,True
False,0.9999802112579346,1.8439841828885249e-25,0.9999802112579346,0.9823570251464844,vgg16,pgd,0.03,5.650092124938965,0.973603129386902,True
False,0.9998633861541748,1.2823532978580251e-27,0.9998633861541748,1.0,vgg16,pgd,0.03,5.570068836212158,0.9536134004592896,True
False,0.9992608428001404,1.0467731343014357e-21,0.9992608428001404,1.0,vgg16,pgd,0.03,5.806342601776123,0.9781283140182496,True
False,0.030653053894639,2.0945713010324747e-31,0.2429003119468689,0.9999427795410156,vgg16,pgd,0.03,5.419846534729004,0.9529117345809937,False
False,0.999935746192932,6.218323186673677e-22,0.999935746192932,0.9994361996650696,vgg16,pgd,0.03,6.277695178985596,0.9773706197738647,True
False,0.5263636112213135,4.6042793105527595e-28,0.5263636112213135,1.0,vgg16,pgd,0.03,5.762664318084717,0.9668357372283936,True
False,0.9977656602859496,1.0506937603786097e-21,0.9977656602859496,1.0,vgg16,pgd,0.03,5.360245704650879,0.928850531578064,True
False,0.9028523564338684,6.355211749066189e-27,0.9028523564338684,1.0,vgg16,pgd,0.03,5.916322231292725,0.9754230380058287,True
False,0.9997742772102356,9.843171556339315e-29,0.9997742772102356,1.0,vgg16,pgd,0.03,5.483824253082275,0.9726775884628296,True
False,0.9997931122779846,6.4516173502169e-28,0.9997931122779846,0.9999995231628418,vgg16,pgd,0.03,5.70032262802124,0.973711371421814,True
False,0.999991536140442,2.5237466604630704e-19,0.999991536140442,0.9999958276748656,vgg16,pgd,0.03,5.726033687591553,0.9770458936691284,True
False,0.9990241527557372,1.5682635684851379e-27,0.9990241527557372,0.9901695847511292,vgg16,pgd,0.03,5.249270915985107,0.936033010482788,True
False,0.159641683101654,4.58396749039428e-27,0.2913488745689392,0.9999994039535522,vgg16,pgd,0.03,5.233174800872803,0.948675274848938,False
False,0.9974865913391112,4.866657917025614e-33,0.9974865913391112,1.0,vgg16,pgd,0.03,5.165103912353516,0.9496769309043884,True
False,0.9984502792358398,8.031646068851261e-22,0.9984502792358398,1.0,vgg16,pgd,0.03,5.663232326507568,0.967068612575531,True
False,0.7766604423522949,1.3952312851897577e-18,0.7766604423522949,0.9998517036437988,vgg16,pgd,0.03,5.206149101257324,0.9597522616386414,True
False,0.999996304512024,7.688904969748893e-25,0.999996304512024,1.0,vgg16,pgd,0.03,5.258129596710205,0.962847113609314,True
False,0.9906656742095948,8.831090141664024e-26,0.9906656742095948,0.9999812841415404,vgg16,pgd,0.03,4.985136985778809,0.9374963641166688,True
False,0.9999997615814208,1.2188871939799613e-17,0.9999997615814208,0.517203688621521,vgg16,pgd,0.03,5.5937275886535645,0.9679149985313416,True
False,0.9883954524993896,5.9299895528362484e-21,0.9883954524993896,1.0,vgg16,pgd,0.03,5.191964149475098,0.9690287113189696,True
False,0.9996254444122314,4.212009586110475e-22,0.9996254444122314,0.998830497264862,vgg16,pgd,0.03,5.558882236480713,0.9686204791069032,True
False,0.9701716899871826,7.322647391898648e-20,0.9701716899871826,1.0,vgg16,pgd,0.03,5.809044361114502,0.9669599533081056,True
False,0.9454853534698486,3.3388555069811617e-25,0.9454853534698486,0.9998760223388672,vgg16,pgd,0.03,5.518290996551514,0.9575836062431335,True
False,0.9999858140945436,4.0557831937872715e-24,0.9999858140945436,0.9999980926513672,vgg16,pgd,0.03,5.323167324066162,0.9500688314437866,True
False,0.9997695088386536,4.174793905392534e-24,0.9997695088386536,1.0,vgg16,pgd,0.03,5.5807271003723145,0.9700231552124025,True
False,0.9992355108261108,3.979029813374338e-26,0.9992355108261108,0.9968589544296264,vgg16,pgd,0.03,5.692561149597168,0.9596773982048036,True
False,0.9999760389328004,3.650436137931748e-18,0.9999760389328004,0.9999988079071044,vgg16,pgd,0.03,5.260801792144775,0.9534737467765808,True
False,0.9999938011169434,1.5675648318568503e-24,0.9999938011169434,0.9949243068695068,vgg16,pgd,0.03,5.666894912719727,0.9743337631225586,True
False,0.9999996423721312,4.2327837647329284e-22,0.9999996423721312,1.0,vgg16,pgd,0.03,5.17283821105957,0.9387407302856444,True
False,1.0,4.715196774287689e-19,1.0,1.0,vgg16,pgd,0.03,5.709413528442383,0.9535067081451416,True
False,0.9962312579154968,3.271018281578108e-21,0.9962312579154968,1.0,vgg16,pgd,0.03,6.219160556793213,0.9887551069259644,True
False,0.9990648627281188,2.950569126844411e-17,0.9990648627281188,0.9999639987945556,vgg16,pgd,0.03,4.99205207824707,0.910114884376526,True
False,0.9953778982162476,4.515773480617899e-20,0.9953778982162476,0.9999953508377076,vgg16,pgd,0.03,5.35306453704834,0.9521511793136596,True
False,0.9999877214431764,2.060975399771285e-29,0.9999877214431764,1.0,vgg16,pgd,0.03,5.385339736938477,0.96361243724823,True
False,0.915374755859375,3.2393527774423534e-29,0.915374755859375,1.0,vgg16,pgd,0.03,5.3546142578125,0.9674190282821656,True
False,0.9999494552612304,1.6069165009865036e-27,0.9999494552612304,1.0,vgg16,pgd,0.03,6.066745281219482,0.9776102900505066,True
False,0.9993853569030762,5.3802922945871134e-14,0.9993853569030762,0.9996596574783324,vgg16,pgd,0.03,5.196142673492432,0.9556447863578796,True
False,0.9997549653053284,7.197686175005381e-23,0.9997549653053284,0.999833345413208,vgg16,pgd,0.03,5.123424530029297,0.9602674245834352,True
False,0.9999982118606568,2.9562506582407626e-18,0.9999982118606568,1.0,vgg16,pgd,0.03,6.1041259765625,0.9722194075584412,True
False,0.9417855143547058,5.828561559467506e-29,0.9417855143547058,0.9999942779541016,vgg16,pgd,0.03,5.541121959686279,0.9467691779136658,True
False,0.9999994039535522,1.6079216576184518e-20,0.9999994039535522,0.9999998807907104,vgg16,pgd,0.03,4.976285934448242,0.959747314453125,True
False,0.9983720183372498,3.062676860091422e-22,0.9983720183372498,0.9999996423721312,vgg16,pgd,0.03,5.359376430511475,0.9620644450187684,True
False,0.0354071334004402,1.9412689013494297e-21,0.1467694044113159,0.9998469352722168,vgg16,pgd,0.03,4.680196285247803,0.9447895884513856,False
False,0.9999790191650392,3.810864757168141e-17,0.9999790191650392,0.999958872795105,vgg16,pgd,0.03,5.529225826263428,0.9698981046676636,True
False,1.0,7.707061234571281e-23,1.0,1.0,vgg16,pgd,0.03,5.41964864730835,0.9591343402862548,True
False,0.8666601181030273,1.857491377585416e-33,0.8666601181030273,1.0,vgg16,pgd,0.03,5.349277973175049,0.9421651363372804,True
False,0.999860405921936,7.204605002636923e-21,0.999860405921936,0.9999995231628418,vgg16,pgd,0.03,5.180302619934082,0.9517159461975098,True
False,0.9999668598175048,7.53177335396716e-30,0.9999668598175048,0.9941765069961548,vgg16,pgd,0.03,5.882659912109375,0.9513180255889891,True
False,0.9915517568588256,6.438350524017089e-26,0.9915517568588256,1.0,vgg16,pgd,0.03,5.226742267608643,0.9525543451309204,True
False,0.0096790427342057,1.9973208386791697e-22,0.363995224237442,0.9998852014541626,vgg16,pgd,0.03,6.228658199310303,0.9838053584098816,False
