correct_classification,true_prob_before,true_prob_after,max_prob_before,max_prob_after,model,attack,attack_param,l2_norm,ssim
False,0.9986686706542969,3.0828566215145976e-44,0.9986686706542969,1.0,vgg16,pgd,0.22999999999999998,27.328218460083008,0.7184702754020691
False,0.9999978542327881,0.0,0.9999978542327881,0.9951386451721191,vgg16,pgd,0.22999999999999998,28.26685333251953,0.6537217497825623
False,0.9999802112579346,0.0,0.9999802112579346,0.9998800754547119,vgg16,pgd,0.22999999999999998,28.02193832397461,0.6589114665985107
False,0.9998633861541748,0.0,0.9998633861541748,1.0,vgg16,pgd,0.22999999999999998,27.265865325927734,0.5383898019790649
False,0.9992608428001404,0.0,0.9992608428001404,1.0,vgg16,pgd,0.22999999999999998,27.500520706176758,0.6995142698287964
False,0.030653053894639015,1.9061246438886184e-39,0.2429003119468689,1.0,vgg16,pgd,0.22999999999999998,26.83237648010254,0.5200117826461792
False,0.9999357461929321,0.0,0.9999357461929321,0.9976624250411987,vgg16,pgd,0.22999999999999998,29.192584991455078,0.6986135840415955
False,0.5263636112213135,9.217979519067582e-40,0.5263636112213135,1.0,vgg16,pgd,0.22999999999999998,27.077131271362305,0.6245999336242676
False,0.9977656602859497,8.047797210463857e-40,0.9977656602859497,1.0,vgg16,pgd,0.22999999999999998,28.186553955078125,0.3878755569458008
False,0.9028523564338684,0.0,0.9028523564338684,0.9999781847000122,vgg16,pgd,0.22999999999999998,27.984737396240234,0.7028405666351318
False,0.9997742772102356,0.0,0.9997742772102356,1.0,vgg16,pgd,0.22999999999999998,28.51692008972168,0.6433014869689941
False,0.9997931122779846,0.0,0.9997931122779846,1.0,vgg16,pgd,0.22999999999999998,28.004825592041016,0.646949291229248
False,0.9999915361404419,9.80908925027372e-45,0.9999915361404419,1.0,vgg16,pgd,0.22999999999999998,28.096939086914062,0.6715325117111206
False,0.9990241527557373,0.0,0.9990241527557373,1.0,vgg16,pgd,0.22999999999999998,27.429141998291016,0.42283210158348083
False,0.15964168310165405,4.5804660490327664e-38,0.2913488745689392,1.0,vgg16,pgd,0.22999999999999998,26.784299850463867,0.5021034479141235
False,0.9974865913391113,8.407790785948902e-45,0.9974865913391113,1.0,vgg16,pgd,0.22999999999999998,27.39952278137207,0.4568355977535248
False,0.9984502792358398,0.0,0.9984502792358398,1.0,vgg16,pgd,0.22999999999999998,28.33499526977539,0.6245359182357788
False,0.7766604423522949,1.1764263709056957e-32,0.7766604423522949,0.9999991655349731,vgg16,pgd,0.22999999999999998,26.566179275512695,0.506684422492981
False,0.9999963045120239,0.0,0.9999963045120239,0.8046371936798096,vgg16,pgd,0.22999999999999998,27.001293182373047,0.5828589200973511
False,0.9906656742095947,3.783505853677006e-44,0.9906656742095947,1.0,vgg16,pgd,0.22999999999999998,26.136533737182617,0.4174819886684418
False,0.9999997615814209,0.0,0.9999997615814209,1.0,vgg16,pgd,0.22999999999999998,28.632823944091797,0.5987132787704468
False,0.9883954524993896,0.0,0.9883954524993896,1.0,vgg16,pgd,0.22999999999999998,27.816654205322266,0.587920069694519
False,0.9996254444122314,0.0,0.9996254444122314,0.9999964237213135,vgg16,pgd,0.22999999999999998,27.946361541748047,0.5943375825881958
False,0.9701716899871826,1.6675451725465323e-43,0.9701716899871826,1.0,vgg16,pgd,0.22999999999999998,27.196239471435547,0.6269444823265076
False,0.9454853534698486,0.0,0.9454853534698486,0.9999998807907104,vgg16,pgd,0.22999999999999998,26.917861938476562,0.5559457540512085
False,0.9999858140945435,2.9926942820008273e-34,0.9999858140945435,1.0,vgg16,pgd,0.22999999999999998,27.606101989746094,0.49055910110473633
False,0.9997695088386536,1.5974802493302915e-43,0.9997695088386536,1.0,vgg16,pgd,0.22999999999999998,27.626455307006836,0.6215267181396484
False,0.9992355108261108,0.0,0.9992355108261108,0.9999946355819702,vgg16,pgd,0.22999999999999998,27.234853744506836,0.5823606252670288
False,0.9999760389328003,0.0,0.9999760389328003,1.0,vgg16,pgd,0.22999999999999998,27.873580932617188,0.5118255019187927
False,0.9999938011169434,0.0,0.9999938011169434,1.0,vgg16,pgd,0.22999999999999998,27.60448455810547,0.65802401304245
False,0.9999996423721313,0.0,0.9999996423721313,1.0,vgg16,pgd,0.22999999999999998,27.844158172607422,0.41480135917663574
False,1.0,1.5736581754367696e-41,1.0,1.0,vgg16,pgd,0.22999999999999998,27.310014724731445,0.5551823973655701
False,0.9962312579154968,0.0,0.9962312579154968,1.0,vgg16,pgd,0.22999999999999998,29.130840301513672,0.827002227306366
False,0.9990648627281189,4.355328449131808e-37,0.9990648627281189,0.999987006187439,vgg16,pgd,0.22999999999999998,25.67168617248535,0.3702758550643921
False,0.9953778982162476,1.401298464324817e-45,0.9953778982162476,1.0,vgg16,pgd,0.22999999999999998,25.99609375,0.5421829223632812
False,0.9999877214431763,0.0,0.9999877214431763,1.0,vgg16,pgd,0.22999999999999998,26.861709594726562,0.6016669273376465
False,0.915374755859375,0.0,0.915374755859375,1.0,vgg16,pgd,0.22999999999999998,27.30335235595703,0.5856926441192627
False,0.9999494552612305,0.0,0.9999494552612305,1.0,vgg16,pgd,0.22999999999999998,28.3487548828125,0.6941127777099609
False,0.9993853569030762,6.192337913851367e-42,0.9993853569030762,0.9979519248008728,vgg16,pgd,0.22999999999999998,27.829998016357422,0.5052585601806641
False,0.9997549653053284,0.0,0.9997549653053284,0.9835186004638672,vgg16,pgd,0.22999999999999998,27.8824405670166,0.5181671380996704
False,0.9999982118606567,0.0,0.9999982118606567,1.0,vgg16,pgd,0.22999999999999998,27.75081443786621,0.6881915330886841
False,0.9417855143547058,0.0,0.9417855143547058,1.0,vgg16,pgd,0.22999999999999998,27.07025718688965,0.5154085159301758
False,0.9999994039535522,5.912497209227236e-39,0.9999994039535522,1.0,vgg16,pgd,0.22999999999999998,27.721576690673828,0.5023061633110046
False,0.9983720183372498,0.0,0.9983720183372498,1.0,vgg16,pgd,0.22999999999999998,27.57927894592285,0.5677385330200195
False,0.035407133400440216,6.298836597140053e-42,0.14676940441131592,1.0,vgg16,pgd,0.22999999999999998,26.695587158203125,0.4002598226070404
False,0.9999790191650391,0.0,0.9999790191650391,1.0,vgg16,pgd,0.22999999999999998,28.001462936401367,0.6224581599235535
False,1.0,0.0,1.0,1.0,vgg16,pgd,0.22999999999999998,27.249860763549805,0.5548255443572998
False,0.8666601181030273,2.284116496849452e-43,0.8666601181030273,1.0,vgg16,pgd,0.22999999999999998,27.179697036743164,0.45875871181488037
False,0.999860405921936,2.739058917368587e-37,0.999860405921936,1.0,vgg16,pgd,0.22999999999999998,27.520597457885742,0.490326851606369
False,0.9999668598175049,0.0,0.9999668598175049,1.0,vgg16,pgd,0.22999999999999998,27.41769027709961,0.5809615850448608
False,0.9915517568588257,0.0,0.9915517568588257,1.0,vgg16,pgd,0.22999999999999998,27.144580841064453,0.4898020625114441
False,0.009679042734205723,0.0,0.363995224237442,1.0,vgg16,pgd,0.22999999999999998,28.35895538330078,0.7909743189811707
False,0.3098236918449402,0.0,0.3098236918449402,1.0,vgg16,pgd,0.22999999999999998,28.38591957092285,0.7340149283409119
False,0.9940568208694458,0.0,0.9940568208694458,1.0,vgg16,pgd,0.22999999999999998,27.66374969482422,0.686699628829956
False,0.8145831227302551,0.0,0.8145831227302551,1.0,vgg16,pgd,0.22999999999999998,28.27527618408203,0.7190229892730713
False,0.46579957008361816,0.0,0.46579957008361816,1.0,vgg16,pgd,0.22999999999999998,27.460996627807617,0.47908204793930054
False,0.8995435833930969,0.0,0.8995435833930969,1.0,vgg16,pgd,0.22999999999999998,28.0679874420166,0.4604667127132416
False,0.9992326498031616,0.0,0.9992326498031616,1.0,vgg16,pgd,0.22999999999999998,28.646207809448242,0.7304452657699585
False,0.9999991655349731,0.0,0.9999991655349731,1.0,vgg16,pgd,0.22999999999999998,28.701257705688477,0.7315186262130737
False,0.9999064207077026,0.0,0.9999064207077026,0.9997852444648743,vgg16,pgd,0.22999999999999998,27.487232208251953,0.5843253135681152
False,0.9924010038375854,0.0,0.9924010038375854,1.0,vgg16,pgd,0.22999999999999998,27.472888946533203,0.4746025502681732
False,0.007068083621561527,1.1387731298167241e-30,0.2575821578502655,1.0,vgg16,pgd,0.22999999999999998,28.391286849975586,0.2602779269218445
False,0.43360885977745056,0.0,0.43360885977745056,1.0,vgg16,pgd,0.22999999999999998,28.119401931762695,0.5084929466247559
False,0.9999815225601196,6.807164621566202e-39,0.9999815225601196,1.0,vgg16,pgd,0.22999999999999998,28.139371871948242,0.6153477430343628
False,0.9996447563171387,0.0,0.9996447563171387,0.9999010562896729,vgg16,pgd,0.22999999999999998,27.919292449951172,0.6700385808944702
False,0.9979129433631897,0.0,0.9979129433631897,1.0,vgg16,pgd,0.22999999999999998,27.786813735961914,0.5988098978996277
False,0.5025924444198608,2.802596928649634e-44,0.5025924444198608,1.0,vgg16,pgd,0.22999999999999998,27.215038299560547,0.5158700942993164
False,0.9999996423721313,0.0,0.9999996423721313,1.0,vgg16,pgd,0.22999999999999998,29.19418716430664,0.753799557685852
False,7.044260564725846e-05,8.241758823346865e-32,0.9009618759155273,1.0,vgg16,pgd,0.22999999999999998,27.0992431640625,0.3174135088920593
False,0.0028658155351877213,0.0,0.995121419429779,1.0,vgg16,pgd,0.22999999999999998,26.907636642456055,0.44345152378082275
False,0.972443163394928,4.4701421011961665e-43,0.972443163394928,0.999993085861206,vgg16,pgd,0.22999999999999998,27.073169708251953,0.5828111171722412
False,0.9648115634918213,0.0,0.9648115634918213,1.0,vgg16,pgd,0.22999999999999998,27.71505355834961,0.7080718278884888
False,0.9997914433479309,0.0,0.9997914433479309,1.0,vgg16,pgd,0.22999999999999998,28.479389190673828,0.7634164690971375
False,0.8028069138526917,7.07897868858668e-39,0.8028069138526917,1.0,vgg16,pgd,0.22999999999999998,28.00596046447754,0.42432233691215515
False,0.9999998807907104,0.0,0.9999998807907104,1.0,vgg16,pgd,0.22999999999999998,28.166791915893555,0.6790239214897156
False,0.3764062523841858,0.0,0.3764062523841858,1.0,vgg16,pgd,0.22999999999999998,28.099294662475586,0.7120492458343506
False,0.9999585151672363,0.0,0.9999585151672363,1.0,vgg16,pgd,0.22999999999999998,28.000377655029297,0.6976498365402222
False,0.9981538653373718,0.0,0.9981538653373718,0.9999990463256836,vgg16,pgd,0.22999999999999998,27.243440628051758,0.5025061964988708
False,0.9999008178710938,3.454985721960389e-38,0.9999008178710938,1.0,vgg16,pgd,0.22999999999999998,26.382047653198242,0.44957512617111206
False,0.8737459778785706,0.0,0.8737459778785706,1.0,vgg16,pgd,0.22999999999999998,28.067407608032227,0.7125698328018188
False,0.7817735075950623,0.0,0.7817735075950623,1.0,vgg16,pgd,0.22999999999999998,27.70606803894043,0.5143789649009705
False,0.9978110194206238,3.658424877764062e-27,0.9978110194206238,0.9999998807907104,vgg16,pgd,0.22999999999999998,26.794677734375,0.43712615966796875
False,0.9952827095985413,0.0,0.9952827095985413,1.0,vgg16,pgd,0.22999999999999998,27.387619018554688,0.6766697764396667
False,0.9999973773956299,0.0,0.9999973773956299,1.0,vgg16,pgd,0.22999999999999998,28.462364196777344,0.7223891615867615
False,0.8191395998001099,0.0,0.8191395998001099,1.0,vgg16,pgd,0.22999999999999998,28.049381256103516,0.4076605439186096
False,0.9522264003753662,0.0,0.9522264003753662,1.0,vgg16,pgd,0.22999999999999998,27.822208404541016,0.6235079169273376
False,0.9993064403533936,0.0,0.9993064403533936,0.9999997615814209,vgg16,pgd,0.22999999999999998,27.097620010375977,0.5163882970809937
False,0.7098128199577332,0.0,0.7098128199577332,1.0,vgg16,pgd,0.22999999999999998,28.414567947387695,0.7451009154319763
False,0.9874663949012756,5.885453550164232e-44,0.9874663949012756,1.0,vgg16,pgd,0.22999999999999998,26.553699493408203,0.5346603989601135
False,0.9912043213844299,0.0,0.9912043213844299,1.0,vgg16,pgd,0.22999999999999998,27.09499740600586,0.5528591871261597
False,0.9204179048538208,1.7570320924783151e-40,0.9204179048538208,1.0,vgg16,pgd,0.22999999999999998,27.57857322692871,0.4833783507347107
False,0.9994537234306335,0.0,0.9994537234306335,1.0,vgg16,pgd,0.22999999999999998,28.061843872070312,0.6102897524833679
False,0.998896598815918,6.749274459667708e-38,0.998896598815918,1.0,vgg16,pgd,0.22999999999999998,26.823131561279297,0.4636184871196747
False,0.9998886585235596,0.0,0.9998886585235596,1.0,vgg16,pgd,0.22999999999999998,27.389455795288086,0.5910555124282837
False,0.640169084072113,0.0,0.640169084072113,1.0,vgg16,pgd,0.22999999999999998,28.23708724975586,0.6946896910667419
False,0.9911842942237854,0.0,0.9911842942237854,0.9999983310699463,vgg16,pgd,0.22999999999999998,28.46883201599121,0.6082485318183899
False,0.9992651343345642,0.0,0.9992651343345642,1.0,vgg16,pgd,0.22999999999999998,27.56366729736328,0.5472402572631836
False,0.10339971631765366,0.0,0.11078338325023651,0.9999604225158691,vgg16,pgd,0.22999999999999998,27.948162078857422,0.5087168216705322
False,0.9997262358665466,0.0,0.9997262358665466,0.9999998807907104,vgg16,pgd,0.22999999999999998,27.660837173461914,0.565456211566925
False,0.974658727645874,0.0,0.974658727645874,0.9999395608901978,vgg16,pgd,0.22999999999999998,26.50487518310547,0.6209914684295654
False,0.9999967813491821,0.0,0.9999967813491821,1.0,vgg16,pgd,0.22999999999999998,28.06230354309082,0.5500370264053345
False,0.9274212718009949,0.0,0.9274212718009949,1.0,vgg16,pgd,0.22999999999999998,28.30764389038086,0.7336775660514832
False,0.9960395097732544,0.0,0.9960395097732544,1.0,vgg16,pgd,0.22999999999999998,29.548574447631836,0.7305681705474854
False,0.9822975397109985,5.723624316751987e-38,0.9822975397109985,0.9285680055618286,vgg16,pgd,0.22999999999999998,26.03496551513672,0.3707551956176758
False,0.9999898672103882,0.0,0.9999898672103882,1.0,vgg16,pgd,0.22999999999999998,27.672571182250977,0.5519503355026245
False,0.9998356103897095,0.0,0.9998356103897095,1.0,vgg16,pgd,0.22999999999999998,27.68948745727539,0.71132892370224
False,0.3988676071166992,0.0,0.3988676071166992,1.0,vgg16,pgd,0.22999999999999998,27.809385299682617,0.6788577437400818
False,0.9999116659164429,0.0,0.9999116659164429,1.0,vgg16,pgd,0.22999999999999998,27.575450897216797,0.6154853701591492
False,0.9898232817649841,5.28569780743321e-42,0.9898232817649841,1.0,vgg16,pgd,0.22999999999999998,27.00377082824707,0.5944600105285645
False,0.9438418745994568,3.2804171873512177e-34,0.9438418745994568,0.9999996423721313,vgg16,pgd,0.22999999999999998,26.786020278930664,0.5678050518035889
False,0.9999542236328125,0.0,0.9999542236328125,1.0,vgg16,pgd,0.22999999999999998,28.455467224121094,0.6639392375946045
False,0.9999872446060181,0.0,0.9999872446060181,1.0,vgg16,pgd,0.22999999999999998,27.86653709411621,0.7275883555412292
False,0.9974488615989685,0.0,0.9974488615989685,0.9999836683273315,vgg16,pgd,0.22999999999999998,27.876434326171875,0.6572725772857666
False,0.9973422884941101,1.9853596642554008e-41,0.9973422884941101,0.9999364614486694,vgg16,pgd,0.22999999999999998,27.755779266357422,0.45478352904319763
False,0.9537004232406616,1.7566510379474307e-35,0.9537004232406616,1.0,vgg16,pgd,0.22999999999999998,26.912242889404297,0.554399847984314
False,0.9998987913131714,3.081455323050273e-42,0.9998987913131714,0.999998927116394,vgg16,pgd,0.22999999999999998,28.524911880493164,0.619118869304657
False,1.0,0.0,1.0,1.0,vgg16,pgd,0.22999999999999998,28.00324058532715,0.6371608376502991
False,0.9999743700027466,8.407790785948902e-45,0.9999743700027466,1.0,vgg16,pgd,0.22999999999999998,27.563039779663086,0.5796849727630615
False,0.9999920129776001,4.9535900713882283e-42,0.9999920129776001,1.0,vgg16,pgd,0.22999999999999998,27.857040405273438,0.4096183776855469
False,0.9999924898147583,0.0,0.9999924898147583,0.9998947381973267,vgg16,pgd,0.22999999999999998,27.32598114013672,0.5135833024978638
False,0.9999891519546509,0.0,0.9999891519546509,1.0,vgg16,pgd,0.22999999999999998,27.739103317260742,0.6281960010528564
False,0.9999980926513672,1.2611686178923354e-44,0.9999980926513672,1.0,vgg16,pgd,0.22999999999999998,27.65888023376465,0.5440136194229126
False,0.9999685287475586,0.0,0.9999685287475586,0.9999995231628418,vgg16,pgd,0.22999999999999998,26.367733001708984,0.546812891960144
False,0.9993997812271118,0.0,0.9993997812271118,1.0,vgg16,pgd,0.22999999999999998,28.050798416137695,0.6875614523887634
False,0.8916412591934204,0.0,0.8916412591934204,1.0,vgg16,pgd,0.22999999999999998,25.02785301208496,0.41025790572166443
False,0.9999998807907104,0.0,0.9999998807907104,1.0,vgg16,pgd,0.22999999999999998,27.4954833984375,0.5344018936157227
False,0.9999994039535522,0.0,0.9999994039535522,0.9997500777244568,vgg16,pgd,0.22999999999999998,27.889860153198242,0.6393417119979858
False,0.9999997615814209,9.816978560627868e-40,0.9999997615814209,1.0,vgg16,pgd,0.22999999999999998,28.19835662841797,0.6816407442092896
False,0.9999992847442627,0.0,0.9999992847442627,1.0,vgg16,pgd,0.22999999999999998,27.830533981323242,0.6079097390174866
False,0.9987415671348572,0.0,0.9987415671348572,1.0,vgg16,pgd,0.22999999999999998,27.76822853088379,0.6305792331695557
False,0.9997870326042175,0.0,0.9997870326042175,1.0,vgg16,pgd,0.22999999999999998,27.877016067504883,0.4840105473995209
False,0.9999364614486694,2.747487308363e-34,0.9999364614486694,1.0,vgg16,pgd,0.22999999999999998,28.06178092956543,0.7756861448287964
False,0.9997065663337708,0.0,0.9997065663337708,1.0,vgg16,pgd,0.22999999999999998,28.263639450073242,0.6094516515731812
False,0.9866390228271484,0.0,0.9866390228271484,0.9995836615562439,vgg16,pgd,0.22999999999999998,27.304431915283203,0.5874696969985962
False,0.9993278980255127,8.407790785948902e-45,0.9993278980255127,1.0,vgg16,pgd,0.22999999999999998,28.018537521362305,0.5728414058685303
False,0.4964810311794281,0.0,0.4964810311794281,1.0,vgg16,pgd,0.22999999999999998,28.72126007080078,0.34209156036376953
False,0.9994282126426697,0.0,0.9994282126426697,1.0,vgg16,pgd,0.22999999999999998,27.862585067749023,0.5130926966667175
False,0.6407676339149475,8.63391408877384e-28,0.6407676339149475,1.0,vgg16,pgd,0.22999999999999998,26.549480438232422,0.1915154755115509
False,0.2581169307231903,0.0,0.6751421689987183,1.0,vgg16,pgd,0.22999999999999998,24.83233642578125,0.46117958426475525
False,0.9998481273651123,1.7279017579438977e-33,0.9998481273651123,1.0,vgg16,pgd,0.22999999999999998,28.215084075927734,0.31224215030670166
False,0.9964017868041992,4.669406742823155e-41,0.9964017868041992,0.999962568283081,vgg16,pgd,0.22999999999999998,28.180692672729492,0.33741483092308044
False,0.0002832518075592816,0.0,0.9978488683700562,0.9470181465148926,vgg16,pgd,0.22999999999999998,28.218551635742188,0.623182475566864
False,0.674607515335083,0.0,0.674607515335083,1.0,vgg16,pgd,0.22999999999999998,26.56682586669922,0.48779958486557007
False,0.9963117241859436,0.0,0.9963117241859436,0.9999994039535522,vgg16,pgd,0.22999999999999998,25.5944766998291,0.3443184494972229
False,0.3552735447883606,0.0,0.45813998579978943,1.0,vgg16,pgd,0.22999999999999998,27.620288848876953,0.6233169436454773
False,0.922775387763977,7.920315483970371e-38,0.922775387763977,1.0,vgg16,pgd,0.22999999999999998,27.40450668334961,0.3642759323120117
False,0.6674149632453918,0.0,0.6674149632453918,1.0,vgg16,pgd,0.22999999999999998,27.48505210876465,0.46383342146873474
False,0.9999737739562988,1.891752926838503e-43,0.9999737739562988,1.0,vgg16,pgd,0.22999999999999998,27.73509407043457,0.41484159231185913
False,0.9984682202339172,0.0,0.9984682202339172,1.0,vgg16,pgd,0.22999999999999998,27.25213050842285,0.5800883173942566
False,0.048427075147628784,0.0,0.18701080977916718,1.0,vgg16,pgd,0.22999999999999998,28.57049560546875,0.6929295063018799
